textos;ODS
La directora de una escuela secundaria ha transformado las prácticas y los planes de su escuela al estudiar los modelos de dotación de personal y los horarios más flexibles de una escuela en el sur de Australia. Ver†en esta parte del programa CIEL conduce a un respeto más profundo ya nuevas posibilidades. El llamado a la innovación disruptiva de los sistemas educativos en los que las escuelas, tal como las hemos conocido, dejan de existir, tiene cierto atractivo para aquellos que se sienten frustrados con el ritmo aparentemente lento del cambio del sistema. Otros instan a los sistemas a enfocarse intensa y consistentemente en mejorar la calidad de la enseñanza y el aprendizaje con unas pocas metas sólidas y cuidadosamente construidas.;4
Sin embargo, en ausencia de una fuerte participación pública, es difícil afirmar que el plan cuenta con el respaldo o la aceptación local. Los esfuerzos para capturar las preocupaciones locales mediante el uso de modelos matemáticos que evalúan el impacto de los cambios en las redes de transporte a nivel local en la agricultura, el paisaje y la vivienda proporcionan un sustituto débil para el contacto directo con la población local. La mayor parte de la oposición se dirigió a la propuesta de aumentar la densidad de viviendas en el núcleo urbano y limitar el proceso de periurbanización.;11
Por el contrario, dada la estabilidad de los hombres en cuanto a tasas de empleo, el impacto del empleo masculino a nivel de los hogares fue globalmente neutro (Anexo 5.A3, Figura 5.A3.1). Por ejemplo, en los países nórdicos la parte total de las transferencias sociales representa cerca del 20% de los ingresos de los hogares (25% en Suecia), mientras que en Australia y Estados Unidos constituye el 8% y el 7%, respectivamente. Las contribuciones respectivas de los ingresos y otras fuentes de ingresos a la desigualdad general pueden estimarse (véase OCDE, 2011), y es interesante considerar en qué medida pueden estimarse las contribuciones de los componentes de los ingresos específicos de cada género.;5
Las especies vegetales que se han adaptado a las condiciones de la zona glaciar se enfrentan a amenazas específicas a medida que los glaciares retroceden. El ritmo de su propagación y migración vertical no puede superar varios metros al año y simplemente no siguen el proceso de recalentamiento glaciar, con lo que pierden sus hábitats. En última instancia, serán sustituidas por especies vegetales más adaptadas a las regiones subalpinas y alpinas, que tienen una mayor tasa de propagación.;15
A menos que los responsables de la toma de decisiones y los procesos de gestión pesquera puedan producir una pesca sostenible en la UE a largo plazo, la probabilidad de que la PPC se vuelva subordinada a la Política Marítima Integrada parece aumentar. Es posible mejorar los arreglos de gobernanza para la pesca. Hay una variedad de opciones disponibles. Si bien cada uno debe adaptarse al contexto particular de la región y el país, las herramientas existen. No debería sorprender que cada enfoque tenga un papel en la ordenación pesquera, aunque tengan fundamentos muy diferentes y sirvan a propósitos distintos y complementarios.;14
Un estudio reciente demostró que las amenazas sobre la herpetofauna marroquí eran alarmantes. El 30,8% de las 13 especies de anfibios y el 13,9% de las 101 especies de reptiles se consideraron en peligro de extinción o la desaparecían a nivel regional. Además, GISD informaba que existían 34 especies exóticas invasoras a nivel local, con otras cuatro especies sin identificar. En tanto, se estima que la belladona de hoja plateada (Solatium elaeagnifolium) produjo pérdidas de hasta el 64% en el maíz sin;15
Este es el concepto de riesgo y se calcula como el número de muertes entre un determinado grupo de usuarios de la vía, dividido por la distancia total o el número total de viajes recorridos por este grupo durante un período determinado. Algunos argumentarían que el tiempo es una opción más apropiada, especialmente cuando se hacen comparaciones entre modos. Otros, limitados por la falta de datos, utilizan los viajes como denominador.;11
El comercio electrónico transfronterizo se ha vuelto cada vez más común debido a la aparición de plataformas digitales y servicios especializados para este fin. Los lineamientos para transporte y pago también se han simplificado, gracias a la integración de servicios de soporte comercial a estas plataformas, que son generalmente accesibles a nivel global. No obstante, tod;9
Este ensayo analiza el libro de Dennis Baker Not Quite Supreme: The Courts and Coordinate Constitutional Interpretation (McGill-Queen's University Press, 2010). El libro de Baker debería sorprender a aquellos juristas demasiado interesados en descartar el constitucionalismo coordinado como irrelevante o mal orientado. Aunque la pretensión última de Baker puede quedarse corta, su libro ofrece un relato intrigante de la separación constitucional de poderes en Canadá e insinúa las posibilidades productivas de la interpretación coordinada. Puede que Not Quite Supreme de Baker no convenza del todo, pero contribuye con ideas importantes al actual debate entre disciplinas sobre la democracia, la revisión judicial y la Carta. ;16
Datos validados y actualizados por MESRK a efectos de la revisión de la OCDE. Datos validados y actualizados por MESRK a efectos de la revisión de la OCDE. Aunque estas cifras indican una mejora, los datos de un informe de MESRK sobre la composición cualitativa de la fuerza laboral docente en 2010-11 sugieren que en 2010 todavía había un 13 % de docentes que no habían completado la educación superior (terciaria) (MESRK, 2010a).;4
El capítulo examina la contribución que la teoría de las Relaciones Internacionales ha hecho a la lectura y práctica de la construcción de paz.;16
Este artículo argumenta que los discursos e iniciativas de seguridad humana se vuelven inteligibles por la política de aplicar el legalismo a la política global. Los proyectos de seguridad humana como la Corte Penal Internacional, el Tratado de Ottawa sobre las minas terrestres y las intervenciones coercitivas como Kosovo están moldeados, movilizados, pero también limitados y restringidos por la problemática más amplia de la constitución legal de la política global. Si bien la seguridad humana ha sido la justificación de los esfuerzos por liberalizar y humanizar la política a través del derecho, también se ha asociado con relaciones jurídicas excepcionalistas y no universales que refuerzan los intereses de los actores más dominantes en la política global. En consecuencia, la seguridad humana corre el peligro de convertirse en un instrumento de hegemonía. No obstante, el artículo también argumenta que siempre hay aperturas políticas progresistas en la política de un estado de derecho global que pueden facilitar una concepción más amplia de la seguridad humana que la que se ha buscado desde mediados de la década de 1990.;16
